用户,是否看过,评分,评论时间,有用数,评论
LORENZO 洛伦佐,看过,较差,2014-10-04 04:09:15,3,就值两星
JustGin,看过,较差,2014-06-27 03:24:17,4,"零点爆满后面场依然好多人等,还好提前四天买好位子,虽然3D效果不强依然特效给力但越来越商业化的系列,已经失去了看第一部的那种惊喜,,看到各种出戏的植入广告反而成乐趣,剧情逻辑越发的低龄化..怎么擎天柱越看越弱啊,但不得不说不看这个看什么呢"
有心打扰,看过,较差,2014-07-02 03:11:54,3,空虚寂寞冷…
Country Mile,看过,很差,2015-02-01 00:07:30,4,狗屎电影，年度烂片
danyboy,看过,推荐,2014-06-29 16:14:29,3,就当一喜剧片看，再加上大场面，也值。前半小时可以剪掉了。看片识广告很好玩。北京的雾霾。盘古大观好丑。擎天柱在中国告诫山寨版乔布斯不要山寨变形金刚。邹市明好冷。韩庚就一句台词“我靠”。本来基本矛盾是汽车人和霸天虎，结果霸天虎都退出历史舞台了，不仅没什么角色连个飞机都没有。笑场无数。
宇宙塑胶魔怪,看过,很差,2014-07-08 15:30:55,2,为什么这片子票房这么高，因为你不去看变4，电影院只有分手大师、笔仙III、章鱼哥、洛克王国、赛尔号大电影这样的片子供你选择了。然而，一堆国产烂片并不能衬托出一部美国烂片有多么好看。
鼓腹游,看过,还行,2014-09-22 21:29:51,3,将近3个时长的变4告诉我们，发种子是关乎人类生死存亡的大事情！7.1
小斑,看过,较差,2014-07-21 04:52:19,5,把这货当正经动作大片来看的话，人物和情节实在太蠢了，有侮辱观众智商的嫌疑。中间还有多处跳剪是神马意思？要是当成非常昂贵的B级片来看的话，又蠢得太过实诚了，没给任何值得回味的余地。卖拷贝老师想要把这系列变成合拍片从此在天朝坐地收钱的一片衷心可表舒特奶
辉盾与黑刃,看过,较差,2014-07-31 16:59:02,7,两个半小时看完整个人都头晕眼花耳鸣腿软出虚汗…全片几乎没有剧情，为打而打，大道理生硬无比，原本期待擎天柱、惊破天、禁闭三方互相牵制的场面，结果尼玛惊破天一来禁闭就走了，禁闭刚回来惊破天就溜了…还有美国中情局那群废物，开车不如高中生，发明不如中年下岗职工，打架不如上街买菜的香港市民
西楼尘,看过,很差,2014-07-04 17:04:33,3,吵死了，真后悔为什么买票进场看这烂片。什么时候口袋妖怪能出CG电子真人版？
罗弘霉素,看过,还行,2014-07-01 20:21:29,3,把观众领进影院的不是谁演的或是谁导的，而是IMAX，特效这些元素。想想<<环太平洋>>在华宣传很一般，但却靠在华票房挽回北美败局。电影时代大不同，这是不是得谢谢卡梅隆？
summer龙,看过,力荐,2014-06-21 20:29:33,17,啦啦啦，我来剧透了。李冰冰演一个变形金刚碎片研究公司CEO，有不少打戏，会广东话普通话英语。结局在香港打了40分钟。最后惊破天跑了，擎天柱回了太空，马克·沃尔伯格则与其他主演一起在香港西九龙happy ending。至于韩庚 吕良伟等亚洲演员，纯粹打酱油。听说第五部在2016上。
锦瑟三三,看过,推荐,2014-06-23 09:04:32,6,昨天上海电影节闭幕式上看的，植入广告触目惊心啊，过分讨好中国观众的赶脚。汽车人还是那么帅啊！055上海大剧院
Yang_xxx,看过,力荐,2014-06-27 09:36:34,12,脑残粉不解释
浩哥有料,看过,较差,2014-06-30 19:12:47,3,无法跟变3比，所有方面都比变3差太多，ILM一定是不干了，不然怎么还在芝加哥同一街区用同一种飞机打仗。贾布隆斯基的配乐全程无高能，本来还想打3星，可实在是没有让我惊喜的地方
Q。,看过,还行,2014-07-01 10:34:42,3,这次的中国定制版，广告植入真是到令人发指的程度。不过对于目前的市场而言，这种类型的电影怎么拍都有人看，每一部的区别无非就是换了一种打斗形式，剧情上不会有多大起伏改变。★★★
Mr.Beaver,看过,还行,2014-07-01 18:55:40,3,超级无聊。 从芝加哥到香港。  中国元素真是 太土豪了
瓦力,看过,较差,2014-06-28 04:34:38,5,动作戏占70%以上系列之最，更能夺取贝氏电影爆破次数冠军。前段情节场面配合得当近第一部水准，然而后段全靠堆砌视觉奇观至麻木，爆炸、生硬植入广告演员城市、各种愚蠢乱炖杂乱不堪，被各种植入硬生生拖垮，恶心至极。看完只疑问《变5》还能咋拍？同时一段时间不想看特效片了，这次真看吐了。4/10
Carf,看过,还行,2014-06-26 09:18:10,57,视觉特效5星却漏洞百出的故事剧本只适合青少年，很多中国元素和植入广告，也是迄今科幻大片首次设定中国香港为主战场并给予最长画面，国内票房要爆。最后的人机大战，虽然马克早应死n次，但是突出渺小人类抗争的勇气可嘉，全片也多次证明每当关键时，老爸比男友靠谱多了。总之是这炎炎夏日超爽的试映。
弗朗索瓦张。,看过,还行,2014-07-27 00:35:32,2,李冰冰的这个角色牛逼就牛逼在戏份多而且有亮点，但可以完全删除。。。另外这种片就不要再搭上什么父女关系家庭戏了，俗得要命就不能上来就打吗。
斯文看客swain,看过,很差,2016-12-14 10:04:57,3,越拍越烂，不如不拍
别人老公,看过,推荐,2017-02-10 09:41:58,4,我喜欢霸天虎，觉得他长得最霸气
深夜的阿斯伯格,看过,还行,2017-07-01 10:55:46,1,国防部长说的战斗机呢？战斗结束了还没抵达现场？
走到银河去,看过,推荐,2014-06-28 00:47:35,2,三个变形恐龙各一星，小男友一星
eviloan,看过,较差,2014-06-27 19:47:26,2,大型烟花秀，所有的笑点均来自于插入广告。
夜观风,看过,还行,2014-10-05 20:15:11,1,"预算：2亿1000万
首周末票房：1亿3万
北美票房：2亿4543万
全球票房：10亿8740万
上映日期：14.06.27
上映周数：15周
分级：PG-13
最高院线数：4233
北美最高排名：1"
发条饺子,看过,较差,2014-06-28 11:26:37,2,不知道是因为看的夜场，还是因为坐在第三排；不知道是因为剧情戏太呱噪，还是因为动作戏镜头太碎；不知道是因为汽车人形象太过戾气不招人喜欢，还是因为所有反派毫无性格没有存在感……总之，我睡的很香。那什么，里面有个像三国无双的吕布的蓝色汽车人不错。
雅典娜,看过,较差,2014-06-27 23:10:54,3,世界上怎么会有如此无意义的电影… OP的声音和用词暴戾得完全不像他，被附体了么呸！倒是Frank Welker一开口我立马不行了，终于在影院听到了真正威震天的声音！加一星。漂移称呼OP为sensei，惊喜地加一星。短暂出现的OP主旋配乐，加一星。医官的大仇减一星。卖拷贝死死死！
旺仔流奶,看过,力荐,2014-06-24 01:25:27,7,7年前第一次买票去影院看的电影是《变形金刚》，7年后有机会参加大陆区首映礼死也没放过，卖拷贝和蔼耐心的帮忙拍完合影后，在大屏幕上献上了完美的新三部曲开山作！5星送上，坐等后作威震天阴魂不散和宇宙大帝震撼登场～
流浪猫,看过,推荐,2014-06-26 07:47:53,4,这分明就是一个技术宅与哥斯拉拯救世界的故事！
妖妖。,看过,力荐,2014-06-27 09:59:22,6,第一次看首映，全程无尿点，擎天柱帅哭！
贝塔,看过,还行,2014-06-29 21:05:53,3,技术酷炫，结构散乱，一看到演员喝饮料就紧张……
OI,看过,还行,2014-06-26 12:16:45,12,植入广告是哪位脑残负责的？一个美国农民，在美国大农村随手掏出一张中国建设银行的卡去取钱，你在开玩笑么？两个美国小年轻，在乡下便利店，买回来中文标注的安利纽崔莱蛋白粉，你在跟我扯犊子呢？男主还扭一扭搅一搅泡一泡，你刚健完身么？打斗挺爽就几把过程太长导致最后射得太突然，一点准备都没有
Hao,看过,较差,2014-06-27 13:08:46,3,卖拷贝现在除了炸就是炸，除了特效就是特效，中间加入老套的单亲家庭故事，使得 166 分钟的片子变得乏善可陈，就连 IMAX 也没能提升好感。对我来说看点只有机器恐龙和斯坦利图奇。
哪吒男,看过,较差,2014-07-13 23:33:39,4,擎天柱说话还挺文艺的，颇有小四的文风。“仰望星辰，最明亮的星，就是我的灵魂……”
猱困困,看过,较差,2014-06-23 23:23:15,3,速度与激情版驯龙记。
M.,看过,较差,2014-06-25 21:19:26,4,"居然澳洲比美国还早两天放映
电影叙事一般 比较乱
擎天柱一如既往的帅 
作为爆米花电影 只能给两星"
石头,看过,推荐,2014-06-25 20:17:07,6,“中央政府一定会全力支持香港！” 给这句台词跪了
阿朽,看过,较差,2014-07-02 23:33:40,1,又臭又长，广告扎堆，还是直男癌主题（女主能再蠢点），汽车人打架总是那副腔调，这结尾是肯定有五的节奏。大黄蜂再萌以后也不看这系列惹。
Nanoka,看过,2017-09-09 22:31:48, ,1,”中央政府一定会全力支持香港“......
Q·ian·Sivan,看过,较差,2014-09-21 15:08:37,1,"「Every galaxy I've traveled, all you species are the same. You all think you're the center of the universe. You have no idea.」"
低首尘埃,看过,较差,2014-07-25 23:55:39,2,记得前阵子A前脚跟我说她看了变形金刚，紧接后脚一张票根晒遍社交网络，那一脸花钱看大片儿所引发肾上腺素急速飙升的优越感，那种想不经意装逼实际让人感觉在认真装逼的油腻，绝对跟美国大片儿有得一拼了！
爱的镇魂歌,看过,还行,2015-01-20 17:47:21,2,前半不同于前三作的展开方式稍能好些，后半又搞开让人审美疲劳的超长段打戏，爽快归爽快但实在累人。最好的改变在于可算是换人了。KSI那位总裁是个有骨气有个性的亮点角色，过错滔天照样洗白，而未来女婿就完全不行了，除了开车各方面都比不上老爹。
Bolong42,看过,较差,2014-07-07 16:49:56,2,从来没有一部片子看得我这么辛苦，看到一半就开始不断感觉“有完没完” Bay再一次证明自己作为一个导演连故事都讲不好的弱点，T.J. Miller无论着装还是言行都令我秒秒出戏= =
###疼,看过,较差,2014-07-02 19:13:04,1,2小时震撼特效虽然看得我有点累，但是还是忍不住要吐槽它的剧情，烂
Tobi,看过,较差,2014-09-28 13:53:09,2,彻彻底底彻彻底底彻彻底底的废了，现已加入两星给特效系列。
[x],看过,很差,2014-07-03 20:57:26,1,最近忙到，星期二看的电影，直到星期四才来标记一个“看过”...
七月的旅人,看过,较差,2014-07-20 12:10:42,1,电影院看的，3D效果真是渣到爆了，还以为不看前作对剧情会有多大影响，看完后觉得也没影响什么，这系列看看特效就够了。对哦差点忘了电影中那满天飞的广告，然后一群傻X一直在狂笑...
马什么梅？,看过,较差,2014-10-18 15:31:45,1,为了解李冰冰的英文水平特意找来观摩。
Mars panda,看过,较差,2014-09-24 22:05:09,1,汽车人之所以越来越没落，完全是长年和希亚希波夫马科沃尔伯格这种傻逼和脑残演员合作的结果
Shy,看过,推荐,2014-06-29 15:06:31,2,值票价，但是感觉又不如拿这一百多块去Gap买三件打折T恤来的持久，看过就忘了，当时很震撼。BEA IMAX @ Cine Grand
大島,看过,推荐,2014-06-28 21:46:26,2,剧情三颗星 特效加一星
张劳动,看过,很差,2014-11-22 00:54:45,1,槽点太多不知从哪下口。抗日神剧啊。男主拿把剑当枪使用.还不限子弹数量。两个变形金刚PK.你一人类小蚂蚁掺和什么.话多的反派瞬间被秒。还有.全新变形金刚.说好的神奇特效呢？这么菜.十个打两个都打不过。关键.还有下一集.想到这.把两星改为一星
The 星星,看过,较差,2014-09-26 21:39:14,1,是不是说现在上香港就能看恐龙了？
斯齊佐飛力尼克,看过,较差,2014-07-05 17:55:05,1,三個小時的超悶商業大片。
胡桃园咔嚓女王代表老柴咔了你,看过,还行,2014-11-15 15:13:40,1,故事比前面的好= =，但后段从博派首领拿起剑开始就很扯淡了（后来还骑龙……好原始的战斗方式，明明它最后会飞，它都不去做掉飞船）……机器人还是很破烂简直分不清哪个部件是哪个……而且后面越来越基~捂脸~~收破烂的爱着破烂儿，破烂儿爱人类男主（喂）做掉了收破烂的。
sosovipp,看过,力荐,2015-08-03 00:00:03,0,最后那段的特效大赞，其他比较一般。
冬,看过,推荐,2014-06-24 02:35:37,4,电影情节安排没有前几部好，植入广告加入太突兀，中国元素加的有些勉强，李冰冰依然在打酱油，把重庆武隆弄成香港后花园了，场面一如既往的劲爆。
