用户,是否看过,评分,评论时间,有用数,评论
寒枝雀静,看过,推荐,2019-07-18 21:56:37,241,C＋/ ①相比被盛赞的剧本，反倒是视觉形象的建构比较出乎我意料：莲-火-毽子（鳞片）-红莲的意象联结贯穿了全片，自细微琐屑至宏大奇观完成了完整回环而又颇具想象力的体系。②剧本其实有点过于依赖“孩童”人设，一方面助益了影片暗黑而又诙谐的混搭基调，另一方面也遮蔽了部分剧作上的仓促甚至让人物的成长显得不够充分（比如，“控制”的习得只是如此简单的事情吗？）。③导演对叙事时间的理解可能有些粗糙，连高潮戏一条线到一半时间停顿切到另一条线这样破坏节奏的小瑕疵都好几处。④至于大量不合时宜的笑料，让它们融入叙事的办法只有一个，就是添加让这些“异类”同样受到压抑的细节，而不是大大落落地丢包袱。
小时候可牛B了,看过,较差,2019-07-19 16:49:25,1147,专属中国的另类超级英雄吧，故事改编太大，我一般无法接受，我的原则是，这么喜欢改编，为什么不自己原创一个剧本，说到底还是剧本不够硬，想蹭别人的ip
地平线的旧火车,看过,较差,2019-07-21 14:51:05,949,国产动画区真是最分裂的一个区，很多人一边叫着动漫不是低幼作品一边为片子里的低幼笑话鼓掌……哪咤这个形象看你想怎么塑造，是反抗封建礼教的悲剧英雄，还是奉行封建礼教才能带来好果的教材？导演看来选了后者
张小北,看过,力荐,2019-07-28 00:10:19,209,这是导演的动画长片处女作啊！
应用层协议,看过,很差,2019-07-27 01:25:22,237,我求求你们睁开眼睛划拉一下这片子铺设的都是什么笑料：形体羞辱、生硬的方言梗和口吃梗、屎尿屁和排泄物笑料、络腮胡娘娘腔、网络流行语以及港式无厘头杂糅，我实在分不清它在风格上是更接近春晚小品还是王晶、黄百鸣们的陈年港式大杂烩，或许兼而有之吧。没人说过哪吒的文本就不能做喜剧化处理，但影片实际呈现的又是什么趣味？叙事、表意、情感的传达，没一样不是浅表而庸俗，所有重要的信息、情绪全都要用嘴吼出来，而配音的表演质量又基本维持在国产古偶剧的中下游水准，尤其敖丙，活脱脱的3D版杨洋。这么个玩意如今票房口碑双线飘红，更有所谓“国漫之光”的桂冠加持，大概也只能说明，我们的观众对于一部动画电影最普遍的定位和期待，也就是这副样子。
西风独自凉,看过,很差,2019-07-27 08:40:13,180,华夏是孝道文化，但哪吒闹海是我的最爱：骨肉还给你，人格、精神永远独立。任何文化唯有保持对峙的紧张状态，才有可能革新、前进，歌颂父权是什么鬼？这不是我的哪吒，这是向钱看的辣鸡，负分滚粗
初悴,看过,较差,2019-07-19 12:03:28,985,"感觉无论从美术还是配乐都和白蛇缘起与大鱼海棠差远了 
那个太乙真人肥头猪脑还一股子方言味儿
结局还是经典的中国式动漫强行大团圆结局
故事情节不算差 但表现的真的很低龄化
很多人吹 说它是目前国漫的巅峰 我觉得太过了太过了 不配 真的"
耿直的减肥少年,看过,较差,2019-07-21 11:47:27,898,现在看来，中国会讲故事的导演和编剧一只手都能数的过来，中国电影行业现在就是一具大型的行尸走肉，一只没有灵魂的资产怪兽。
关山,看过,还行,2019-07-20 00:51:28,423,角色们什么时候能好好说话？刻意强加的低幼的网络笑料不仅有损故事的流畅度，还增加了违和感。
张天翼,看过,还行,2019-10-14 11:31:48,48,故事架子和人设不就是小鱼儿与花无缺吗？敖丙亮相的镜头，全程代入的是花无缺。这片是国漫史上一个进步，这是无疑的，但就是觉得特别可惜，特别可惜，特别可惜，这个魔丸灵珠转世成两个小孩的故事，主角其实跟“哪吒”一点关系没有，随便叫他小明小刚都行。但他占了这个名头和躯壳，把那个闪耀着万丈悲剧光辉的哪吒的灵魂挤走了。好烦“做你自己”的鸡汤套路。
[已注销],看过,很差,2019-07-24 00:27:23,266,都已经改的这么面目全非了，为什么还要叫哪吒呢，猴子热度蹭完了蹭孩子？
吉尔伽美什,看过,力荐,2019-07-19 21:14:42,337,"说烂片预订那大叔，动漫非得拍给小孩看？你不接受设定别代表大家，还有哪吒啥货色但绝不是你想的那种设定，好好多读书，再回去好好琢磨下封神。
观后:吹爆这片，今年最佳国漫。"
私享史,看过,推荐,2019-07-28 22:16:57,46,"可圈可点，可圈可点。
看的时候会默认四十年前的经典《哪吒闹海》的剧情走向，看着看着发现本片完全没有照搬原来的故事，而是完完全全讲了一个新故事，并且不再是个人英雄独角戏，而是成功塑造了四个主要角色，这一点太赞了。而要批评的则是开篇半小时打诨插科的小把戏太多了，可这毕竟是个叙事性的神话正剧，不是《马达加斯加》或者《玩具总动员》，所以分全扣在这里。另外，技术上还有待赶英超美。
顺便看到有人拿《哪吒闹海》对比，认为本片不如旧作的，我必须指出一个基本事实：《哪吒闹海》没有传说中那么好。它是文革结束后美影厂赶工出来的作品，技术上已经有各种不足；更致命的是它跟那个时代的很多电影一样，带着过度的政治隐喻，四海龙王就是四人帮，当无论左还是右的意识形态的灌输盖过了故事本身时，就很难做出好作品了。【佛永润广正佳】"
纳兰风澈,看过,力荐,2019-07-19 13:54:46,155,很像1970年之后的中国威胁论（魔童）、89年联合国制裁（关到死）、2001入世腾飞（当妖怪给他们瞧瞧） 和 2018年的中美贸易摩擦、华为事件（若命运不公斗到底）！2019最强国漫没有之一！！！
Peter Cat,看过,推荐,2019-07-30 02:26:42,47,三幕设计和人物刻画比这几年漫威好看多了，完全是可以卖到全世界商业片。既然是就着好莱坞做的，我们就用好莱坞标准来评。
攘夷志士白展堂,看过,推荐,2019-07-27 11:41:12,106,有些人一谈中国电影就扯立意扯逻辑，谈漫威的时候标准就降到爆米花电影。
小斑,看过,推荐,2019-07-29 18:44:32,52,原版的哪吒是最道系的神话人物——不受半点委屈不着半点羁绊，宁可剃骨削肉也不违本心。其间之血腥极端背伦，同他清纯稚弱的外貌形成极致对照，在封神榜一众妖仙之中也是最cult的。当然，这种无君无父的故事现在不许拍了。然而鬼娃恰奇的脸和“我命由我不由天”的正能量并不能补足莲蓬里的窟窿。说好听是符合流行，说难听就是俗气。跟我记忆里的哪吒落差未免太大。感觉是用他的身世设定讲了个别人的故事。好在故事本身，除去个别屎尿屁掏裤裆的梗低级且不知所谓之外，整体还是流畅的。制作也非常用心。远高出了国产动画的平均线。
柯里昂,看过,还行,2019-07-20 18:37:08,195,这是瞄准了封神这个大ip吗…虽然不知道乌尔善那个系列最后会做成什么样，但在真人版接连碰壁后，用动画的方式呈现也算是借坡下驴了…就国内来讲，观众对基于ip改编的动画的包容度要大大高于原创动画电影，而在真人电影这块情况则几乎是完全相反的，嗯，不过对于我个人来讲，除了封神里的元素（背景、角色等）外，这片里加的其他所有原创元素都不太对味。以及，给哪吒他妈配音的真不是张小斐吗，为啥一出场就自带欢乐喜剧人效果？
V.Dunham,看过,较差,2019-07-26 19:57:43,187,诸多魔幻法规下的畸形怪胎。正邪二元对立，抹杀可能性，轻视个体的成长挣扎，“人定胜天”沦为口号式煽情，无意解决身份焦虑。孝道成为催泪手段，都在以“为你好”的名义拒绝沟通。笑点一半靠屎尿屁，一半靠对肥胖猪神、娘炮大汉等刻板印象的调侃。蛮有代入感，我们都是这样长大的，但跳脱出来只剩身心不适。
丁一,看过,推荐,2019-07-18 22:45:54,58,少年的你，有个小小的愿望，愿风雨云中，刀背藏身，一秒钟行八百里，刺破六欲天
子文东,看过,推荐,2019-07-19 20:28:50,80,非常完美了，角色的设定和特效终于完全达到了国际水准，对情节的改编也很合理，无疑值得赞叹，强烈推荐去电影院看。但缺点也很明显，就在于这巧妙的改编本身，因为它最终完全消解了哪吒作为一名逆子英雄的强烈悲剧性，他终于还是被驯服于“伦理”了，所以这又真的是一个“哪吒”的故事吗？不，这只是一个正能量统御天地的故事。
格里高尔,看过,2019-07-28 09:27:17, ,131,"看了预告片，感到厌恶，作为反父权的偶像，居然被编排出""这是爹教会我的道理""这种台词，这还能看吗？"
山风执诗,看过,较差,2019-07-20 10:52:48,460,7/17 拼凑感。命题老套，强行搞笑，魔改太过。
王大盆,看过,较差,2019-07-27 22:41:16,200,我对太儿戏的东西笑不出来也哭不出来，不过打斗很爽+制作精良倒也不是很难看，就是比《哪吒闹海》差了10个《大圣归来》吧！另外这个垃圾剧情没有脸“致敬”前作哈！
[已注销],看过,较差,2019-07-27 15:56:29,120,这片子有丝毫细节可言吗？★★
大聪看电影,看过,力荐,2019-07-28 20:41:10,65,无疑，这是今年暑期唯一的爆款+黑马。 哪吒和敖丙的友谊，努力过，彼此成就过，此情有憾，然无对错，往后各生欢喜。哪吒和父母之间，同行半路，一别两宽，余生漫漫，依然亲情守候。
尼尼尼奥,看过,较差,2019-07-25 01:22:48,226,电影交流会上一派喜气洋洋的氛围。导演说让这部电影成为国漫崛起的代表，而我觉得最多凑个国漫复兴，血统不纯何谓“国漫”？另外只有我一个人觉得电影三观扭曲吗？主角形象另说，台词轻浮，情节丑恶低下：百姓因恐惧哪吒装死跳进真棺材，逝者横尸大街还抢人家符咒？？放屁没完没了还要反派没完没了吸？？娘炮和残疾人也能没完没了搞笑？这部电影我果断不能买单。
竹顶针,看过,2019-07-26 22:56:27, ,81,前半段尴尬，后半段行。元始天尊的镜头很少，但觉得他的动作设计是最漂亮的。
攘夷志士白展堂,看过,推荐,2019-07-27 11:41:12,106,有些人一谈中国电影就扯立意扯逻辑，谈漫威的时候标准就降到爆米花电影。
禁闭岛,看过,很差,2019-07-21 18:06:20,218,只说问题。1.为什么哪吒是三子，但整部电影完全没有交待老大老二。2.为什么影片充斥着娘娘腔、结巴、肥胖、放屁等恶趣味？3.为什么人物设定脸谱化，把申公豹做成丑角？4.李靖为什么当面拆穿自己的救命恩人是龙族？5.真心没觉得魔丸比灵珠坏到哪里去。倒是敖丙后半截人设前后矛盾。整部电影人物台词生硬、剧情衔接不流畅，人物表情僵硬、台词浮夸，动画片就可以没有“演技”？总结：完全没办法和大圣归来比。
小斑,看过,推荐,2019-07-29 18:44:32,52,原版的哪吒是最道系的神话人物——不受半点委屈不着半点羁绊，宁可剃骨削肉也不违本心。其间之血腥极端背伦，同他清纯稚弱的外貌形成极致对照，在封神榜一众妖仙之中也是最cult的。当然，这种无君无父的故事现在不许拍了。然而鬼娃恰奇的脸和“我命由我不由天”的正能量并不能补足莲蓬里的窟窿。说好听是符合流行，说难听就是俗气。跟我记忆里的哪吒落差未免太大。感觉是用他的身世设定讲了个别人的故事。好在故事本身，除去个别屎尿屁掏裤裆的梗低级且不知所谓之外，整体还是流畅的。制作也非常用心。远高出了国产动画的平均线。
陌生的天花板,看过,较差,2019-07-20 19:33:42,157,不好看，不要浪费时间。画面制作再精美，也只是表现形式。国内不会再有描述人性的好作品了，政治干预太严重。原本对天地君亲师的反叛，变成了亲情友情包围下对命运的挣扎。
丁一,看过,推荐,2019-07-18 22:45:54,58,少年的你，有个小小的愿望，愿风雨云中，刀背藏身，一秒钟行八百里，刺破六欲天
哈哈哈哈哈,看过,很差,2019-07-21 06:36:40,233,屁屁翔受公关稿蛊惑早早买了票 拉我去感受“国漫崛起”    看完我就他妈回头给大鱼海棠改成五星。这都啥几把花里胡哨的 国漫格局越来越小  我咋觉得他妈外国人都要比导演明白哪吒这个IP的内核      只想讨好观众 难成大器
哼哼.floweray,看过,还行,2019-07-30 17:54:32,109,"不行，这次我要站在你们大多数的对立面了。
优点固然明显，例如绘图设计啊，剧本完成度啊。
但是，较点真，粗鄙的笑点和混淆的设定，特别是最后老百姓们那一跪还是没有超脱出君君臣臣，父父子子的纲常。
我觉得我们喜欢孙悟空，哪吒这类神话人物且乐此不疲的改编，很大程度上是弥补了“叛逆”“犯上”“弑父”在现实中无法践行的心理诉求。
但除了寥寥这几个，还有谁呢？"
子文东,看过,推荐,2019-07-19 20:28:50,80,非常完美了，角色的设定和特效终于完全达到了国际水准，对情节的改编也很合理，无疑值得赞叹，强烈推荐去电影院看。但缺点也很明显，就在于这巧妙的改编本身，因为它最终完全消解了哪吒作为一名逆子英雄的强烈悲剧性，他终于还是被驯服于“伦理”了，所以这又真的是一个“哪吒”的故事吗？不，这只是一个正能量统御天地的故事。
染井吉野,看过,较差,2019-07-19 14:22:03,314,看预告时，我以为丑是最大的雷点；看完电影，丑是最无关紧要的ooc。这个故事和哪吒毫无关系，那个小混混我也绝对不认。
灰土豆,看过,较差,2019-07-29 12:46:28,104,特效可以了。故事……是个弱智哪吒。
FORMLESS,看过,很差,2019-07-27 11:41:06,275,看片前：“我倒要看看这么丑的哪吒到底有多好看“，看完：？？？即使他是所谓的国漫希望我也要从我的个人审美来进行客观公正的评价，而不是一味的夸大说这是一个怎么样的进步。我并不认为这是一部优秀的作品，虽然这对于国漫来说可能的确是难得一见的片子，我承认片中的美术、特效以及配乐都还不错，是电影工业化上的进步，故事结构世界体系比较完整，但是于此同时粗俗油腻的对白台词让我无法忍受，哪吒的人物塑造过于刻意做作，穿插的搞笑桥段简直宛若智障疯狂出戏，很多转折和过度过于牵强，凭借着快节奏的转场硬性煽情，色彩饱和艳俗的让我怀疑人生，如果说这种滥情且廉价毫无文学素养的剧本可以代表国漫的希望，那真的挺绝望的。因为这部片子符合当下语境的快餐和刺激，你不需要动脑，这种叙事结构以及一句“我命由你不由天”和鸡汤文有什么区别？？
SydneyCarton,看过,还行,2019-07-21 17:50:07,148,真是过誉啊，技术和预算都比《大圣归来》高了不少，但缺了《大圣》最成功的那一股劲儿。谁也不敢得罪，又把故事做得太复杂，一口气出不来。如果能爆，也只能归功于这个撤片档实在没片看吧。
Grey与時光機,看过,还行,2019-07-21 08:14:10,242,有些梗，真的蛮low的…
水怪,看过,还行,2019-07-28 09:30:24,125,无因的反叛，对着空气和闪电的怒吼。
鬼腳七,看过,还行,2019-07-23 20:19:06,100,制作ok啦，故事这么改也不是不行，反正也不敢照着原本拍。改编的重点是把反抗对象抽象化，不反体制只反命运，最后落到“做自己”，这其实是妥协。虽然能理解，但也是妥协。本质上，没有剔骨割肉和重塑肉身这一破一立的哪吒，是没有意义的。要看身为异类如何自我认同，不如看X战警啊。
UrthónaD'Mors,看过,还行,2019-07-29 11:42:15,52,命不由天的概念是好的…但还是有瑕疵太接地气了还有这给孩子看真的好吗？妥妥培养出毁天灭地型熊孩子
辉盾与黑刃,看过,较差,2019-07-31 16:23:12,92,确实这代技术团队比《大圣归来》进步了不少，但是这片除了建模技术和配音演员很敬业就真的没啥了，大段大段堆出戏的流行元素，表达的思想都是喊口号一样直白、反复的摆在台面上强调，角色性格全都是为了迎合那些“看个热闹”的观众在耍帅、卖惨，如果接下来要拍《封神榜》的续作还请换个导演和编剧吧，我不抵触改动，但我打心底里不喜欢为了迎合、为了时尚、为了“热闹”的这种改动，《大圣归来》给中国电影动画开了个好头，我不想此之后的动画又倒退回以前那样“只要看个开心就好”
肖浑,看过,推荐,2019-07-28 21:45:08,46,技术优秀，部分细节精彩，但故事整体并没有打动我，外部堆砌了太多花里胡哨的元素，偏偏主角自身的成长变化不够，亲子和友谊两段重要关系竟然都是靠反反复复踢毽子传达，“哪吒闹海”成“哪吒为毽狂”了。
Fishrainy,看过,很差,2019-07-24 12:51:07,207,请记住动画片本质是给孩子看的，这部片走歪了
皮革业,看过,还行,2019-07-27 21:26:13,108,喜剧部分全程滥梗，角色设定也接受无能，制作完成度确实可以，基本抵消。观感其实跟银河差不多，审美相当，只是方向不同。
