用户,是否看过,评分,评论时间,有用数,评论
木卫二,看过,还行,2020-08-14 22:50:45,2571,1917 ＞ 800
SebMia,看过,还行,2020-08-22 07:53:01,5692,算得上好看，但称不上好。我们的战争片最大问题就在于它们总是陷在爱国主义情怀里出不来。那些优秀的战争片所表达的都是坚定的反战情绪，它们用人性的微光揭露战争的丑恶，警醒世人这世上不该再有战争。而我们的战争片却总是固步自封于浓烈的爱国主义里，用军人的无畏唤醒国人沸腾的热血——中国人不能被欺负！倘若作为战时的宣传片来看，我们无疑需要后者所传递的勇气；但作为和平年代的电影艺术品来说，我们更需要的是前者带来的反思：一切战争背后都是政治，一切战争带走的都是生命。所以，那些优秀的战争片是世界的，我们的战争片只能是民族的，注定走不出去。
桃桃林林,看过,推荐,2020-08-21 19:46:26,207,就像片名一样，佰。还是将核心置于个体，这也是最喜欢的一点。一群普通小人物的个人战争史，以及他们的觉醒。其中的血性，也是由之激发出来的。所以，才会更被郑凯那段感动。
小不点mute,看过,还行,2020-08-22 11:08:13,1293,我是看完1917后才看的这部，早知道先看这部了，心里落差也不会这么大。管虎简直被隔壁导演按在地上摩擦，我比较赞同评论中用油腻一词来形容电影，同一时期上映了两部战争片，都是小人物视角切入，隔壁不知高明了多少
大奇特(Grinch),看过,推荐,2020-08-17 22:29:36,234,三星半，江分两岸，这边隔岸看戏，那边隔岸观火，四行仓库保卫战就是一场供看客们“围观”的战役。战斗场面着实突破，南腔北调的众演员也提供了很好的群戏。但导演迷失在符号堆砌中，马的意向用太多，还加了赵子龙……不及《老炮儿》的鸵鸟有那股灵气劲儿。战争的背后都是政治，视角必然受限，当然还有民众的视角也有缺失（只有观望和觉醒了），与台版《八百壮士》对照观看效果会更佳。
魏晓波,看过,还行,2020-08-21 00:38:56,1173,那年我在上海的OCT中心放片，就住在这个仓库的旁边。要是能把黑底白字字幕、大白马、大白孔雀、枪打飞机、敬礼小女孩、喊口号、抒情慢镜头、唱戏、竖大拇指这些奇怪段落去掉的话，就差不多是个正常电影了。
内陆飞鱼,看过,推荐,2020-08-21 21:46:45,268,二刷。有缺点的战士终竟是战士，完美的苍蝇也终竟不过是苍蝇。质感很好，服化道什么，以及整体气场，可能数年内国产战争片超越不了，既然给过《血战钢锯岭》四星，没有理由不给我们自己的历史一样的分数。
Merov Mugatu!,看过,较差,2020-08-21 14:23:17,1336,我是谁？你在哪？他们在干嘛？黄晓明为啥不第一个去死？姚晨来干嘛？低配小栗旬是来搞笑的吗？拎吗啡的是刘晓庆吗？她是不是在演火凤凰？
石头季,看过,还行,2020-08-21 16:16:51,942,用力煽不是不可以，请至少把故事讲完整，人物写清楚。。。
程小挑,看过,还行,2020-08-22 00:45:18,0,感谢片尾字幕把抗战从1931年开始算，那些说八年抗日战争的人都没把东北当中国的一部分。
黑道快餐店,看过,还行,2020-08-14 17:22:35,598,我觉得人物形象都很刻刻板。河这边的人都想抗日，河那边都是保家卫国忠心耿耿，有几个原来怕后来都变好了。日本人就是坏。放点历史资料片，照着拍，大家哭吧，齐活。
TJ,看过,很差,2020-08-21 06:22:48,3414,视听语言和演技都是满分，可惜，剧本是负分。主线如果是痛斥国民政府，那就把孙元良和国民党的下限用更多的笔墨展示。如果是为了体现爱国精神，那就别管票房，一刀不剪，直接免费上线。既要站着，还得把秦汉的马屁拍了，这就导致了影片的叙事非常拧巴，用极好的视听语言讲了一个很糟糕的故事。
抛开地平线,看过,推荐,2020-08-14 12:56:29,667,小湖北这个角色是给我留下最深印象的，一个懵懂的孩子，身处乱世，被哥哥保护、被战士保护，带着憧憬羡慕的眼神看着河对岸租界的歌舞升平；直到看着自己的哥哥死在自己面前，跟团附说自愿留下来守护四行仓库，一起出来的家人只剩他一人，眼神的转变，证明他长大了，可他的年纪不应该经历这样的成长，太痛心了！
反对票,看过,2020-08-18 01:47:59, ,676,把旗插到富士山头？都什么年代了 花那么多钱还是停留在谁输谁赢上 反复强调的是河对岸和天上飞的看客 强调的是这仗是打给别人看的 但这“戏”也没那么好看 到最后连日本人在哪里都看不到 我们拍战争片不是为了反战 而是为了雪耻 如何在抗日叙事中加入反战的内容 可能是一个值得讨论的话题
木棍先生,看过,推荐,2020-08-14 14:52:42,251,五星红旗上也有他们的血
谋杀游戏机,看过,推荐,2020-08-14 12:03:29,328,管虎拍的不止是一部商业战争大片，还是一部历史反思之作。突出了一岸之隔、地狱天堂的戏剧性和残酷性。一场战争沦为了当局的表演秀，但那些销蚀的血肉、被辜负的感情都是真实发生的。电影没有刻意渲染牺牲，没有升华善恶轮回人性救赎，直面生死，宏阔壮烈。摄影、美术在国产电影里都是最高水准，中青代演员群戏精彩。希望《八佰》能扛起电影市场复兴的大旗。
欢乐分裂,看过,推荐,2020-08-14 23:10:40,201,"覆巢之下焉有完卵，大时局振动下的一群小人物，如何穿行在硝烟之中，演绎一段几乎被遗忘的历史。不无浪漫化的想象，不无意识形态的呈现，不无过度的煽情，然而当一个个年轻的、有温度的生命，用血肉之躯践行着“吾往矣”，真是悲壮到惨烈；大声报出的名字终究湮灭于成王败寇的蒙尘档案，墙上累累的弹眼是戳进心窝的伤口，远景中回避的旗帜如被证实的预言——他们被记住了吗？白马成为奔赴自由的（虚幻）象征意象。

两岸的互看设置很见野心，也颇具意味，一场战斗沦为政治“秀”，各方实力的互钳掣制与冲突算计，寻常百姓的人心浮动，地狱烈火与歌舞升平的互照，戏里戏外都暗含讽喻。"
煙霞,看过,力荐,2020-08-21 20:44:42,511,"战士军前半死生，美人帐下犹歌舞。
所有的战争背后都是政治。
救救孩子。"
Peter Cat,看过,推荐,2020-08-14 23:19:28,98,《八佰》对人物群像塑造之别扭，一方面当然是叙事技巧层面的平庸，也就是对这群兵油子们在人物成长层面的刻画不足；但更本质原因可能还是censorship内在干预下创作者的自我阉割。此间的荒唐在于，在一个历史题材的电影里，真正的历史英雄——对比另外两个版本——其实是没有资格成为主角的，是缺席的，是和那面旗帜一样不断需要后期模糊和弱化的。于是，故事主角最终只可能避重就轻地滑向一群非历史的虚构，一群填塞着类型元素和文本动力，但唯独没有历史厚度的叙事幽灵。我猜测《八佰》两个版本差别，并不真正体现censorship的意志；关乎这意志的仍旧还是正面讲述这段历史的不可能。这不是创作者的无能，而是他们的无奈。传闻，公映版本《八佰》在片尾字幕删除了大量对历史人物介绍（纪念），算是对这一观点的一种佐证。
寒枝雀静,看过,推荐,2020-08-15 00:03:46,89,C / 与其说是关于战士的电影，不如说是关于“戏子”与“观众”的电影。用第一天极为刺骨地对苏州河两岸空间作二元勾勒之后，影片试图提出一个颇为大胆的命题：“观看”从不仅仅是观看，目光具备蓄积力量、引向行动并突破边界的潜能。由此才有灯红酒绿中人的双手，才有最后的情感喷薄。然而对岸群像的删减却让这个目视关系联结交错的过程大大萎缩，因而“不知亡国恨”之人的泪水也变得虚假，苦心孤诣构建的空间对垒也愈发无力。而银幕前的观众，在受尽了隔岸观火“无能为力”的折磨之后，过于轻巧地加入了英雄的队伍，无所适从。
亵渎电影,看过,还行,2020-08-18 01:58:03,475,拍群戏太考验导演在演员调度和摄影调度等方面的能力了，这也导致了片子基本上处于一团糟的状态，这么多角色的群像应该让罗伯特·奥特曼那样的导演来拍。在上一部电影成功之后，导演拥有了创作上的话语权和财力支持，以这片子的野心看，应该是可以代表导演的艺术水准和艺术追求，就像冯小刚的《芳华》，结果管虎的业务能力显然不如小刚，小刚至少很懂节奏和张弛。《八佰》各方面都还处于混沌的状态，从剪辑，混音和音效剪辑这些战争片最容易出彩的工序上看，这片子的战争场面那真是完美还原了战场的一团糟，缺少想法，摄影也抓不到场内的有效信息，加上人物多，剪辑碎，大量全景，摄影也很难拍出节奏和韵律，只能靠剪辑的速度和震耳欲聋的声响唬人了。管虎最大的优点是一个好编剧，非常懂得类型片技巧的运用，确实有两把刷子，剧作技巧层面上值得赞赏。
不辣的皮特,看过,还行,2020-08-24 10:52:48,857,只有我觉得护旗那段真的很傻吗？让一个个鲜活的生命前仆后继地送死，就为了让一面旗帜竖起那么一会儿的工夫，确定这是在打日本人的脸而不是侮辱民智吗？竟然还有那么多人颅内高潮，拍手叫好，真无语了，打着历史电影的旗号却是一部抗日神剧，该交代的事情寥寥几笔带过，整部片子都在不断渲染英雄主义和空泛的爱国情怀，连感动都是碎片化的，莫名其妙的。
阿暖,看过,推荐,2020-08-14 13:58:04,107,战争的背后都是政治，那电影的背后当然也只有政治。
无糖吐槽,看过,较差,2020-08-14 20:58:26,880,片尾桥上摄影机的毁坏意味着在全片调色铅黄的画面和黑白胶片纪实的双重暧昧中最终导向了历史被重新叙事的前者，全片不断出现的胶片资料则彻底变成了虚无的建构。结尾极其恶心的字幕和国共不同时期下穿越百年的上海被打通，时刻提醒着你这始终是一部或被动或主动与审查和意识形态媾和而成的爱国主义教育宣传片。狙击镜、望远镜、报纸、电话线，那些最即时的反馈牵动，在河岸两旁反复穿行，但因为找不到落点而显得空洞。而开头资料片的英语旁白，也一并随着纪实形态的破灭而远去。叙事的起落在第三四日时明显被审查锤击得不知轻重，只能胡乱地反复跳脱出来进行无谓的煽情。没错，「混乱」是现在的这版《八佰》最好的注解。如果 147 分钟的这个版本就能称作是华语最伟大的战争片，那这毫无疑问是华语电影的耻辱。
谢飞导演,看过,还行,2020-09-24 11:12:18,283,九月初在上海开会，抽空到影院看了这部票房大卖的电影，观感不佳，也就一直没有去写豆瓣评论。“乱打一气”，这是看时的直接感受。情境、人物常不清准，敌我战势也时有混乱，这和剧作人物过多、细节散杂有关。编导对这段复杂的历史观点也是混杂，要说的话又太多，所以全片主题也不清。票房大卖是好事，但创作中的问题仍值得研究。三分给所有创职人员的认真辛苦工作。
shininglove,看过,还行,2020-08-18 23:00:22,433,把战争片当成任务：导演靠本能，素材做加法，技术直给，情感刺激，简化思维，受众下沉；把战争片当成艺术：导演建系统，素材去减法，技术克制，情感留白，思维复杂，受众有门槛。
连城易脆,看过,推荐,2020-08-15 21:32:11,73,电影遭受的各种场外风波和批评现在看起来似乎不大公平。首先八佰壮士是李德胜大大钦定的革命典型，四行仓库抗战纪念馆也是我党亲自出资筹建的。诚然，老蒋等KMT高层确实昏庸无能，且总是寄希望于英美国家，八百壮士确实被当成了炮灰，但是无碍于他们是革命英雄啊！陈树生舍生取义的故事不动容吗？底层将士英勇抗日难道不是事实吗？不能因为将领的无能而否定底层战士的牺牲呀！他们同样生的伟大，死的光荣。另外看过电影以及看过原版对比就知道，电影就没有提所谓逃跑将军孙元良，所以谈何洗白呢？洗什么了？即便管虎和秦汉合影的操作有点谜，但是电影现在看下来没啥大毛病呀，无非就是因为删减造成了部分情节不连贯人物无头无尾，但是如果你参观过四行仓库原址，就知道电影几乎就是照着抗战纪念馆原封不动拍的，完全符合我党对于这场战争的描述。
Strawberry,看过,还行,2020-08-14 22:20:07,555,后半段真是看不下去了，果然是社会主义国家。我更喜欢简简单单讲故事，放这么多情绪在里面看着就很无语子。在某些时刻，历史不应该用影视化呈现给当代的中国人（尤其少年），认识到这些东西不应该是每个国人所必须的嘛？
托尼,看过,较差,2020-08-21 16:15:51,1028,失望吧，煽情过度，几个人物也没说明白。最后小队反击没拍还是删了，姜武上天台坐在炮上干嘛？
胤祥,看过,较差,2020-08-18 22:42:14,627,观影计数大陆片#800。视点乱成这个样子，视点镜头拍成这个熊样子（动不动就杀一个视点人物也真好玩），剪辑楞成这个样子，几个催泪弹级的煽情点剪得都不让人哭到位是个啥思路……总之不都是审查的锅。除了亵渎叔所说的“用混乱还原了战场的混乱”之外，还用看客的视点完成了“观众（主体）的阶级分析”，这片子观视结构真有得一说（青天白日旗的视点哈哈哈），症候性的点大概是“他们都没有结局”吧。管虎的作者性是……神兽吗？
.,看过,很差,2020-08-16 22:37:01,846,故事本来就很悲壮了，不必整这些花里胡哨的，能老老实实的讲好故事就不错了，非得搞得这么复杂，四不像！一点破事反复赘述，真的烦透了！！！
春暖好种田,看过,推荐,2020-08-14 12:51:33,668,这不是一部普通的战争片，它入骨一般告诉我们民族性这东西是怎么从国人内心激发出来的！管虎用隔河两岸的群像，给到的是每个角色在战争面前的人性思考，一半天堂一半地狱，全景直播一样的战争场面，震颤着银幕内外人的心。这是“八百壮士”勇敢顽强、誓死卫国的英雄故事。课本上一笔带过的这段历史，很高兴能有电影完整详细记录下了具体发生了什么。飘荡年代里的每一个牺牲、每一次勇敢都值得被记录！直至今天，依旧有不可磨灭的意义。铭记历史，砥砺前行，这才是影片背后更应该被尊重的意义。
归弦,看过,还行,2020-08-14 22:40:34,339,"最多三星半，不要抱太大期望，不及张艺谋冯小刚平均水平。开头略有惊艳，后面就实在想不起有什么可夸的…整体略显煽情和冗长混乱，不过相比之前的很多三星国产片没有什么太尴尬的地方，只是中规中矩而已。可能是太久没有这类片子了，如果不是免费或几块钱不建议买票去看，要花钱倒不如把隔壁《1917》再去大荧幕上刷一遍。
（很奇怪这片子好像都是平时不太爱看战争片的女孩子感兴趣的比较多，平时热衷讨论历史军事爱看战争片的男同志们似乎并没有太大热情……也就看个消遣）"
山海情,看过,力荐,2020-08-14 14:03:52,695,“小我”与“大家”的人性互搏，平凡人和英雄的身份转换，当被逼到退无可退只能冲锋陷阵的时刻，爆发出的光芒和华彩才震撼人心。勇气与坚韧，是最令人心动的品质。2020似乎比那些年更能理解为何要铭记历史，苦痛不该被忘记，牺牲也不应被尘封。是血肉筑城的长城，也是数代人保卫的山河，承载着无数的爱与期盼，走到今日太不容易了。
眼妹Reily,看过,力荐,2020-08-21 19:45:22,273,"我的情感，也随性格，慢慢的，后知后觉。片尾第二个烈士与我算撞名，一下蹦不住了，深感荣耀与责任。这是一部优秀的中国战争片，出字幕那一刻的泪水，是为中华民族而流、为历史而流、为“八百战士”而流，也为中国电影而流。
感谢导演，感谢这部电影的所有制作人员。一切的等待都是值得的，努力也是。这部电影也像渡河的战士，即使只有一部，也是中国电影未来的希望。永存这份信念，继续前进吧。
2020年8月21日"
何夕,看过,还行,2020-08-14 21:48:40,260,太过煽情，逻辑弱且场面混乱，政治不正确
禁闭岛,看过,很差,2020-08-14 22:02:48,421,字幕敢不敢再多点，没参与过电影制作吗？一会冒出个摄影指导、一会一个导演的，生怕别人不知道是你制作的。欧豪都30了在里面演个孩子。整体感觉就是误入快男选秀现场，插刀教团伙，对不起，我还是继续看我的抗日神剧吧。导演貌似根本不知道自己要讲的是什么。对不起，八佰救不了华谊！
张小北,看过,推荐,2020-08-24 23:00:51,59,王千源演的真好！仓库里的群戏，每个角色都很好，但王千源就是能在一片好里还能显得好，闪闪发亮的好！想看以他的视角经历的这个故事……一个乱世之中的普通中国人是如何变为军阀部队里的老兵油子，又如何在四行仓库里变为一个中国军人。
不朽少女,看过,推荐,2020-08-18 21:57:32,163,哭了。
汪金卫,看过,还行,2020-08-19 23:07:04,179,普通+IMAX二刷。服化道美术下功夫，战争场面血腥，演员表演、各地方言对白都是亮点。尤其谢团附广东腔国语既符合历史也让角色生动真切立得住。整体是方方面面二十多个角色的群戏。开场1小时以杂牌军视角为主，大篇幅叙述其胆怯懦弱与直男烟酒女三大爱好。结尾却反而留白不交代，比较诡异如隔靴搔痒。租界隔岸观火视角也是重点，而国军形象与作战直到阻击战方才正面描写，并极力渲染悲壮气氛，甚至不惜处处夸大虚构，仿佛伤亡百人般惨烈（历史死伤37人）。把过桥撤退硬拍成了奥马哈海滩登陆。至于杂牌军、枪杀俘虏练胆、送电话线等均是无中生有。过度夸张煽情的创作理念令人疑惑。公映版难得保留送旗升旗奏国歌和继承自台版电影的护旗桥段。但也无奈地低调弱化了旗帜色彩与景别，闭口不称国旗不谈国号保持最大限度克制。野心很大结果只能差强人意。三星半
散装称重,看过,较差,2020-08-14 22:20:14,577,三星给英烈。求你们了，这种片，能不能别耍帅，别矫情，别强行煽情，别强行升华，还有，自信点，行不行？真的特别特别想看正常点的战争片，四渡赤水，上甘岭，松骨峰，冰雪长津湖......
ashlie,看过,还行,2020-08-21 19:32:53,269,先不论是否尊重历史，仅仅从电影角度出发，怕观众不明白一样的引用白马，赵子龙表达，跟其他大师的四两拨千斤和举重若轻相比，实在有差距。其他的还不错，很热血，欧豪，唐艺昕演的差点，很多角色（比如刘晓庆）没有意义的赘述和表达，也是疫情期间难得的大片。没有超过预想，合格而已。
萨库拉,看过,还行,2020-08-17 23:22:06,186,很喜欢前半段，哪怕是跟鸵鸟重复的白马。但从护旗开始，整个戏散掉，形散神也散。连我妈都说，“让他们去护旗是无谓的牺牲吧？”都不用讨论价值观的问题，要是真想表达这个，那就像《战狼2》一样从头到尾自洽，不要给出逼欧豪他们杀日本兵那场戏，让人误以为整个片子会是那样的反思高度。到最后撤退过桥已经不知道主题想讲什么。再看看隔壁的《1917》，从手法到内核都已经在不同阶段，唯有一声叹息。
青菜豆腐保平安,看过,推荐,2020-08-14 12:39:54,117,下半场开始就眼泪不断，每牺牲一个人心就跟着揪痛一下，烽烟战场，炼狱人间。炮火尘埃满面的镜头下，你很难分清每个演员谁是谁，但你也清楚的知道，他们背后代表的是无数个平凡的中国人，有父母有妻儿。八佰最好的是从小人物着手，做到了切实的勾勒，有人懦弱，有人胆小，可到最后都为了同一个目标顶着战火前进的时候，震撼到夺人心魄。首部复工大片，刚住了！
Mi。R,看过,推荐,2020-08-15 20:22:51,124,在这部电影中，视角其实并不是恒定的。当画面切到四行仓库时，看士兵们舍身取义、视死如归，观众就如同对岸租界的百姓，爱国情怀被眼前的壮举所触动、催发；而当画面转移到租界，观众其实是在以一个更抽离的视角，跳出来审视自己被感动的全过程。因外部势力压迫而催熟的爱国主义，对建构共同体意识有着莫大的功效，但也不可忽视其强大煽动力背后的破坏性，脑袋一热就上了前线的学生，以及被吊死的阮经天，拍的是抗战，实则是影射当下。而当摄影机在观察「西方列强看这场战役」时，他们居高临下、置身事外的傲慢态度，对我们来说无疑是一种屈辱。那句“这场仗也不仅仅是打给洋人看的吧？”其实就是本片的核心，被高层定义为献媚演出，却也是“八佰”所代表的中国军民与侵略者实打实的抗争。此中折射出的，即有对侵略者的痛恨，也有对国家现状的不甘。
陀螺凡达可,看过,较差,2020-08-14 23:00:04,289,2.5 我前座的男士一边抽泣一边举起iphone拍大银幕真素感人惹（PS：电影本身制作是最高级别的工业水准，但仍然是全程鸡血口号煽动式的宣传片，且内核矛盾、叙事坍塌，公映版本实属灾难（不确定删掉的那十多分钟是否足以力挽狂澜
#欧阳疯不明白#,看过,还行,2020-08-17 22:24:49,226,"三星半
我的情绪在跳楼、护旗这两场戏就烧干了，后面杜淳越来越不地道的广普和那匹意象的白马让我全程出戏
害，不知道咋说。好的演员如辛柏青姜武王千源，看他们飙戏真是一种享受，差的如姚晨杜淳等，一句台词都带不起情绪来，看得真的急死人。"
梁士立,看过,还行,2020-08-14 21:06:27,134,不如集结号啊……
Dongzi,看过,力荐,2020-08-15 22:17:18,182,目的荒唐，方法无力，叙述有限，结局现实，依然抵得过一百遍说教。
沐珑秋刀,看过,还行,2020-08-22 04:34:43,153,不纠结是否符合史实，是否美化或丑化国军，仅从电影角度，说一下没能太打动我的理由：1、想表达的东西太多，却没把故事讲好，剪辑太碎太乱，流畅度和节奏感都欠奉，尤其开场十分钟；2、人物太多，群像塑造弱，有的太脸谱化，有的缺乏前后转变的过渡，有的言行缺乏足够的合理性和逻辑性支撑，还有的明星镜头给得太刻意，唐艺昕和黄晓明尤其让人出戏，最成功的角色大概算是李晨和王千源吧；3、一些桥段感觉像是被重点标注了“泪点”，塞给你个洋葱强行煽情，反而皮影戏那段更有感染力；4、白马的戏份多到令人反感，深怕观众看不出它是隐喻的符号似的，反而掐灭了我做语文阅读理解的欲望。
荒野一鸽,看过,还行,2020-08-21 13:16:09,135,算是典型的情绪电影，镜头着重渲染情绪，背后的逻辑和思考没有感受到。
阿德,看过,推荐,2020-08-14 18:03:42,62,看了两遍，每次看到护旗段落，还是挺感动的，被历史上的这群人感动，被为呈现出这部作品的幕后工作者感动。也让我们相信，电影还是有力量的。
澈子,看过,2020-08-16 01:50:46, ,102,人物群像，奔腾的白马。停留在赌场弟弟送电话线，女学生送旗，战士绑炸药就好，后半部分垮的撑不起前面饱满的情感了。
沁言子,看过,还行,2021-03-08 01:05:32,0,拍得一般
暂不留名,看过,推荐,2020-08-20 15:13:44,93,如果这场作秀的战斗注定要以撤退为结局，那么这些士兵还是英雄吗？这是电影的主旨问题，也是群像描写殊途同归之处。不一定以身殉国才是英雄主义，不一定只有士兵才能成为英雄。具备英雄的精神，所以活着就可以是胜利。如何讲述战败的故事，这是华语抗战片的一小步。
啊文,看过,较差,2020-08-15 09:05:48,144,热爱电影但我同样热爱历史，虚无主义不可取。扣你两星！
到里斯本看海,看过,推荐,2020-08-21 21:43:39,109,那么近，那么多人看，都救不了这几百人。
邓安庆,看过,推荐,2020-08-14 23:03:02,58,删减的确带来了一部分支离破碎的问题，看电影时会想可能想要呈现的样子。但现在的版本依旧还是可以去看的，空间关系的处理，人物群像的展示，还有尽量多地表现各种情绪，都让电影呈现出厚重感和强烈的感染力，它少了过去很多国产战争片的脸谱化呈现方式。我觉得很难得。
希小想,看过,很差,2020-08-24 10:52:09,98,不好意思，真不喜欢看，为煽情而煽情，大型架空历史玄幻抗日电影
二头肌,看过,还行,2020-08-21 19:50:05,100,群戏没拍好，导致人物都不入心。另外撤退部分是为了煽情强行拖了时间吗？感觉结束地早一点整部片子的感染力会更强一些。演员全部好评！
煎酿三婶,看过,力荐,2020-08-14 22:08:20,121,「重要的不是你与我的荣誉，而是这个国家病了，我们要让中国人醒过来。」《八佰》的可取是它在政治任务的束缚下尽最大可能得完成了对于人性的挖掘，凡人是怯懦、脆弱、自私的，国家又是什么，民族又是什么。大场景调度、群戏、意向烘托，管虎都尽可能得呈现最好。对于青天白日旗的弱化，真的是辛苦管虎了。这片子要是放在非疫情上，妥妥的年度票房冠军相！
文森特九六,看过,推荐,2020-08-14 22:17:03,147,三星半封顶，但我们需要，迫切的，殷切的，深切的。同样的反高潮位，不再仅挥洒少数贵族的荷尔蒙记忆，管虎挖掘出了最为契合华语电影历史深处民族特性的做戏仪式，那是非个人领袖化的，有着空前煽动力与引领力的壮烈悲剧——庶民的血泪之歌。去轴心化组成最强大的势与气，去崇拜化完成最崇高的死与生。战争背后是政治的恶臭，然奔走的白马传递的浪漫和希望，唯有对岸相守的彼此有权寄托。足以能够进一步唤醒中国电影创作者与观众的作品，还是相当宝贵并值得被尊敬和保护的。
bamboo,看过,推荐,2020-08-26 12:36:15,43,人性的美好与家国情怀远大于意识形态的差异 记住今天美好的一切背后曾经历过的创伤 想想作为个体可以为未来做些什么 而不是把时间和精力花费在对历史的戾气之上
宝三格丽塔,看过,还行,2020-08-14 21:58:42,79,"虽然正视了部分历史
但“为了表明一种决心而送战士去绞肉机”
意料之中避重就轻 没有表达。
因为人物太多导致人物太扁平了
讽刺摆的很明显 但总感觉拨不开雾
升价值太硬 强行将租界战场一条心
结尾插到前面来了个倒叙莫名其妙的
感觉不到紧张 节奏有点拖沓

还有刘晓庆那个角色最后行为很是迷惑
以及租界区戏台得设置有点儿鸡肋
个人觉得比拟《1917》还不够格
其外部形态的构架就比无法对比
《八佰》作为宣政工具是不错。"
FORA,看过,还行,2020-08-22 11:02:59,81,几个问题，第一，人物太多，表现群像没问题，但谁都想讲，谁都没讲好；第二，视点杂乱，日军、国军、中外群众，视点跳来跳去，不应该；第三，空间混乱，日军和我军对垒方向不统一，方言和日语混在一起，乱中无序；第四：摄影问题，每个画面都很讲画面构成和明暗关系，但不考虑视觉注意点，视觉引导，剪起来乱七八糟，头晕眼花，不认为曹老师能肩负起这部片子摄影指导的工作；第五：真实感问题，白马有隐喻，但仅仅浮于表面，战时中场休息抱狗喂猫，与真实错位，最后桥上的壮烈牺牲，历史可以演绎，但要符合基本逻辑，即使符合逻辑，也要有独特的艺术表达，才能构成演绎，否则就是一盘沙。总之，八佰讲的还是一个事儿，见事儿不见人，事儿一多了，就散了，没有积沙成塔，这么悲壮的一件事，没有荣辱与共的代入感，那就一定是导演的问题，只见苦劳不见功
