用户,是否看过,评分,评论时间,有用数,评论
橘猫爱吃鱼,看过,较差,2018-07-27 07:18:12,949,看来沈腾和马丽单飞后的电影真的不怎样，故事缺少内涵，搞笑套路无新意，不及铁拳。
metaphor17,看过,很差,2018-07-24 19:14:06,3173,连羞羞的铁拳这样的完成度都达不到，只剩YY和恶俗，像是吃了一口屎还噎在喉咙里……
所有团的团长,看过,较差,2018-07-24 20:58:10,466,应该是买了版权的，但是讽刺都是浅尝辄止，喜剧部分又有点硬咯吱人，给我一种看缝纫机乐队的感觉，为了搞笑就咯吱人，为了感人，就莫名其妙煽情。故事性比较弱，始终难以入戏。旁边也有人笑的挺开心，我只能偶尔尬笑。5分。
胤祥,看过,还行,2018-07-25 01:59:13,192,作为翻拍本土化做得还不错，虽说品味并不高级女主也比较尬，而且电影化程度有限，剧作也有些问题（反对力量不太够），不过在喜剧里面对人性和国民性有探讨，对现实问题有寓言式的揭示（结尾简直太狠了），比同行们还是好那么一些的。
乔~,看过,力荐,2018-07-27 23:08:53,3814,其实我就不懂了 为啥现在人的要求就那么高了？人家纯粹的就是为了逗你开心 你哪来这么多事 是不是觉得自己可伟大了？
天亮天黑,看过,推荐,2018-07-28 22:21:14,143,一部喜剧让人一直乐，就已经很及格了，没必要一直抓着什么内涵意义价值观不放。何况这也不是没有内涵意义价值观啊。资本市场的荒唐，过度营销带来的诡异效果，现代人对健康尤其是肥胖的焦虑，都有啊。可有些人根本看不明白电影里夸张的讽刺，硬是给理解成恶俗的意淫，不活该去电影院找尴尬和不痛快么。
宋小君,看过,推荐,2018-08-01 11:08:02,64,有钱，真的可以为所欲为。好笑就对了，什么低俗不低俗的。
Enjolras,看过,推荐,2018-07-27 13:54:13,356,借助国外老片的剧情设置，沈腾团队正在试图从颇有北方文化背影的喜剧形式向更加普遍更加现代的都市喜剧转型，不得不说这次的改变效果明显。影片看似只是一个简单明了的喜剧故事，但其中对年轻人梦想的追逐，拜金主义下虚伪的面孔，都市中的低碳问题和现代人的健康现状，甚至是育儿成本与二胎话题，都有涉及，无形中拔高了影片作为一部喜剧的立意。
樹,看过,推荐,2018-07-30 19:39:24,25,特理解为什么会打低分，也特理解为什么会打高分。
唐书钰,看过,较差,2018-07-27 15:34:54,305,如果王多鱼没有爱上夏竹，终极测试怎么玩？
萨库拉,看过,较差,2018-07-29 21:36:49,166,六个字总结开心麻花：有技巧无审美。它存在的意义在于为一个焦虑时代保留了社会学样本。
姨妈的鸭,看过,还行,2018-07-27 19:27:37,160,虽然评分不高，剧情不佳，女主赶客，但是笑点的编排非常努力，我也靠波波的剧情和周围的观众几乎保持了笑点一致。
深夜的阿斯伯格,看过,还行,2018-07-28 13:59:15,146,看着影院里的男男女女前仰后合，听着他们的笑声，我觉得自己很孤独。
次等水货,看过,还行,2018-07-29 22:46:07,115,情节设计有高级的地方，比如放错录像带那里，让我想起数学题，得预设多少种结果得录多少视频呢，两个不同情绪的视频前后放在一起，喜剧效果立马就有了。更为难得的是结尾为同志说话，希望能对观众奏效吧。
贝加尔海豹,看过,很差,2018-07-26 21:12:09,3075,尴尬到极点的笑点，波浪线一样的剧情
嘟嘟熊之父,看过,很差,2018-07-27 21:24:53,2545,十亿元很难花掉吗？投资一部《阿修罗》，瞬间就赔光了啊。这设定太没说服力了。
朝阳区陆依萍,看过,很差,2018-07-24 13:39:17,2395,太难看了！真的难看了！比春晚小品和《阿修罗》都难看！给《羞羞的铁拳》提鞋都不配啊！#终于知道为什么王力宏演唱会门票3折都卖不出去#
罗里吧嗦,看过,很差,2018-07-26 17:21:12,2262,把低俗当喜剧，难看至极。隔靴搔痒的电影，除了哗众取宠还有什么？给一分是因为豆瓣没有办法打零分。
王大根,看过,较差,2018-07-28 12:32:45,213,现代版东宫娘娘烙大饼，不仅完·全·不·好·笑，足球的部分也太模仿《少林足球》了。王力宏竟然还是蛮帅的，1999年的《不可能错过你》比当代垃圾歌还是好听多了
刘十九,看过,较差,2018-07-27 10:10:33,194,有创意的想法，但麻花现在的实力还不足以支撑自己的想法
冯小强,看过,力荐,2018-07-27 08:24:35,1884,每天负能量刷屏，能有一部电影让你开怀大笑俩小时，已经是难能可贵了。夏洛特玩穿越，铁拳玩性别互换，西虹市在高概念上玩的更high，30天败光10个亿。把人对金钱的欲望放在最夸张最极端的情境下展示，开怀大笑之后还能若有所思，功德圆满了…
紫烟,看过,很差,2018-07-27 08:35:06,1586,这是传播了什么价值观，现在的孩子被毒害的还不够吗？《我不是药神》人家笑中有泪，传播的是正能量。这是什么，恶俗吗？人体宴都上来了，还有什么不能演的。小品喜欢，电影失望。
kiki204629,看过,力荐,2018-07-27 09:06:24,1078,这个团队对剧本的打磨和设计还是有一定功力的，总体很接地气。喜剧最高境界就是让你看出泪，呐，笑点密集的背后是我们普通人的烦恼，啥时候痛快的做个败家玩意儿呢？
寒枝雀静,看过,较差,2018-07-27 17:29:01,136,1.5 / 49年的分离逐渐形成了两种体制中对待金钱的态度。三十年后的创举让资本的作用力重新统一，却形成了另一种所谓“完善”对“粗俗”的金钱道德俯视，乃至形成暴发户式的地域刻板印象。即便遗传的财富能一时逆市场之力，即便爱情能够让异化的人际关系稍显温情，即便一个“工”字的主场让底层挣扎的蛆虫爆发出了空前的凝聚力，却依然难逃无穷增殖的资本网络。最终代代相传的缠绕之蛇不是血缘，不是一家亲的文化传统，更不是前三十多年的官方共识，而成为了资本。这便是后社会主义时代的困局。然而即便有这么多屁话可以解读，即便偶尔有段落能让我笑到呕吐，这依然是一部刻板、粗糙、油腻、男权癌的稀烂作品。其中假模假式的批判，都只会毫无意义地沦为它所批判的一部分。
野评人,看过,较差,2018-07-27 09:55:08,236,很多人说这个电影荒诞，但在我看来它很现实，因为它告诉我不管两人多么不合适，只要有钱女人就可以成为男人的附属，就会有爱情。所以年轻人应该寻根问祖，看看自己有没有富裕的祖辈。
风间隼,看过,还行,2018-07-27 18:29:11,85,继承百亿遗产，怼翻穷酸文人，取个台湾太太，生一百个孩子，典型小市民梦想，只是落伍，倒还不算反动。笑料和剧情都中规中矩，拍得没什么电影感。沈腾跟宋芸桦真的可以荣膺年度最违和情侣了。
哪吒男,看过,还行,2018-07-28 21:05:07,65,喜剧要告诉你钱可以生钱，悲剧（我的人生）可以告诉你穷只能生穷。
琦殿,看过,2018-07-27 13:25:31, ,85,沈腾一开始表演就有种别样的性感，但片儿不好看
张小北,看过,还行,2018-07-30 19:24:11,58,原来它并不是一部开心麻花的喜剧……
橙曦羽潞,看过,还行,2018-07-27 16:37:21,77,单单冲着沈腾和开心麻花去看
gtxyxyz,看过,力荐,2018-07-28 03:30:19,466,我也是个讨厌低俗文化的人，但是如果什么东西你都觉得低俗，生活也够无聊了。
深蓝,看过,力荐,2018-07-28 00:06:54,249,这个6.4绝对是被黑了，这个水平至少有7.5以上，笑点一点不比其他的麻花作品有任何缩水，品质是保持住了的。
SELVEN,看过,较差,2018-07-27 11:12:47,120,50/100 一种类型的喜剧方式恨不得用八百次，丝毫不知节制的配乐和表演，开心麻花宇宙里目前为止最平庸的一部。至于这种传播对金钱的道德洁癖观念的商业片，也是玩儿不出非cliche的东西来了，穷人就继续用“钱是冰冷的，我是有爱心的”这种观念来麻醉自己好了。
mlln,看过,力荐,2018-07-28 00:18:41,106,满分。笑skr人。
蜜思丝,看过,很差,2018-07-27 08:12:24,1345,恶俗 典型的把恶俗当幽默
恶魔的步调,看过,还行,2018-07-28 20:28:44,26,王思聪这王力宏的钱花的值…居然是大型ＬＧＢＴ宣传片…就是笑点太用力只能尬笑
请保持高冷,看过,很差,2018-07-27 13:46:42,1105,沈腾堕落了，虽然他也并没有高端过。
心生,看过,较差,2018-07-28 22:30:23,74,这就有点糙了，从故事到执行都显得比较粗糙，努力在闹剧中加入讽刺、情感、足球热血励志等等，但最终还是闹到收不住，各成分混乱不融合、违和感强烈。沈腾的那种幽默劲儿，我还挺喜欢的，但是放到这个角色上还是感觉不怎么合适，他跟宋芸桦也是没啥化学反应，以至于后面会觉得好牵强（这也加重了宋芸桦在本片中的不适感，个人觉得她在表现上是大体没问题的，跟角色跟剧本都算契合，但就是跟片子整体不契合，她的可爱与情感，被浪费在了每一场跟男主的戏里，完全不搭）……其实这个本子是有潜力的，但是没遇到一群合适的人。PS：“放错”那里算是为数不多的有趣中的一次。
谢谢你们的鱼,看过,还行,2018-07-24 20:58:05,58,宋芸桦超正！麻花这一次真的挺冒险的，赌上了大家的期待玩转讽刺喜剧，现实意义高于笑点，看到了当年《百万英镑》的味道，有些情节精简一点就好了。
纤纤,看过,还行,2018-07-28 10:03:11,19,开心麻花搞笑的水准还是有的，作为让你笑一笑的片子基本合格。
有心打扰,看过,还行,2018-07-27 14:19:38,23,有一种大现实是有钱人只会更有钱；有一种小幸运是成为有钱人身边钟爱的那条狗。
芦哲峰,看过,还行,2018-07-30 17:48:04,21,问世间钱为何物，直教人原形毕露。沈腾天赋“笑能”，自带“笑果”，明显已成周星驰之后最具喜剧价值的演员，期待他能与周星驰来一场“喜剧之王”的合作。
Jonathan,看过,很差,2018-07-27 11:59:10,827,当人们普遍解决了温饱问题，谁还穿开裆裤挖野菜？同理，当人们的审美能力上去了，社会整体的修养上去了，观影者的口味上去了，谁还会看这类片子？有时候不要抱怨制片方，他们是金钱主义，再低俗只要有票房就可以。关键还是国人的审美水平问题。一方逐利无下限，一方傻乐无底线，中国的电影市场能好才怪了。
南悠一,看过,较差,2018-07-27 09:40:59,104,视听技巧非常糟糕。但还是要为“脂肪险”打个call，准确反映出现代人类的某种困境。
绯色_神仙,看过,力荐,2018-07-27 10:14:41,282,非常好看的爆笑喜剧，看的人笑的停不下来。主题深刻，令人笑过之后，尽是深思。
加斯珀哥哥,看过,力荐,2018-07-28 07:06:40,114,不懂为什么对“恶俗”“滥俗”的要求要那么高。荒诞本身就是一种脱离现实的自我把玩和嘲弄。真的是一部可以开怀大笑的电影了，喜剧的悲剧人物内核也把握的很好。美中不足是人物的意外事件和自身梦想没有直接的联系和驱动，如果多在足球梦想上架构一下文章就好了。但瑕不掩瑜。让我笑得肚子疼已经够了。
天溦溦,看过,较差,2018-07-27 13:29:00,118,真的很无聊。笑不出来硬挠着你笑。意淫又媚俗。
柯里昂,看过,很差,2018-07-27 23:48:19,649,行吧，开心麻花也可以正式从电影界拉黑了，造成的厌恶程度不亚于《缝纫机乐队》，前几部商业上成功造成的夜郎自大，实际上是创作者乞讨姿态和肚里无货的原形毕露。吃相尤其难看，一部从台前到幕后，从主题到内容，从计划到手段，从初衷到目标，都急不可耐地向10个亿看齐的影片，也就这么点骨气了。
小片片说大片,看过,力荐,2018-07-28 19:54:00,61,这个世界本就如此，富人只会越来越富，我等穷人只求能守住0比9的比分，不至于连底裤都输掉就好。
咫尺凌绝,看过,力荐,2018-07-24 23:23:40,55,112号。开心麻花没让我失望！只是这要溢出屏幕的油腻是怎么回事……能不能集体减减肥！
Peter Cat,看过,推荐,2018-07-29 21:57:40,14,很好奇波米1分是哪来的？谁能给我概括概括？
海边的索塞罗,看过,很差,2018-07-28 08:41:36,560,看的时候确实尬笑了几次，但笑过之后越想越恶心。所有的笑点都像是一个丑八怪在拼命挠你痒痒。听到那句生一百个娃时差点吐出来，所谓的人性考验仍然包裹着等价交换和物化女性的出发点，把女性和金钱在天平上权衡一番，选择前者后按照一种“我为你赔了这么多钱你理所当然要嫁给我生娃”的奇葩逻辑尽力挽回“成本”，如果让你救的是个男人呢？
蜉蝣,看过,很差,2018-08-01 14:30:22,309,看这个电影，能感受到主创团队骨子里的坏和恶，爱情戏太恶心。（波米老师骂太狠，根本不敢承认自己其实被小包袱还逗笑了几次…
第七大陸,看过,很差,2018-07-27 14:50:14,492,物化女性直男癌，硬尬功夫足球，开心麻花这么愿意做这样的喜剧：比之前两部硬尬低俗只多不少，讽刺力度一部一部弱下去，变成段子拼贴和逮住一个点就死磕，无线索无逻辑无智商。这与好的喜剧是完全两条道路，醒醒！
西楼尘,看过,很差,2018-07-28 22:38:13,258,看到王多鱼开的险种我都绝望了，减脂险分明是虐待吧，居然还有人说他在搞慈善？想挥霍十亿别投股票和初创项目，为啥不考虑一下投资中国足球？钱可以撕开演说家的伪善嘴脸，堵住媒体人的夸夸其谈，把喜欢的女孩贴满大街小巷，给失败的比赛颁个巨大的奖牌。都在想怎么花掉十亿，其实兜里还没十块钱零钱。
丁小云,看过,还行,2018-07-28 16:30:35,27,这个本来也挺期待的，看了同样挺失望的。奔着看了会疯狂爆笑的期待去看了，结果只能尬笑几声。几乎没有层层推进的埋梗儿式笑点，几乎都是现抖机灵式笑点。作为看球又踢球的足球迷，足球比赛那段看得太尴尬了。看得想骂人了。但看到身边不远处的女孩看这段却看哭了。
lastwind,看过,很差,2018-07-27 14:21:37,307,"呃，好尴尬，超过12岁的小朋友都不怎么笑得出来……

超俗套的故事和感情戏……眼镜妹明显借鉴周星星的百变星君"
五色全味,看过,很差,2018-07-31 21:50:52,130,這也叫電影？！這麼惡俗猥瑣的笑點和粗糙的製作，還不如當年的朱延平和王晶，票房這麼好，主流審美真是墮落
蚂蚁没问题,看过,还行,2018-07-27 13:13:46,41,像把十来年的春晚小品串起来了
birds,看过,很差,2018-07-27 23:26:59,151,借着拍电影的名义大吃大喝 再拉着观众拿钱一起意淫 这可真不是什么值得称赞的事 麻花电影最后想要输出的东西 总要先砸个稀巴烂 再重建 这真是一个媚众而品格不值钱的时候 这种处处算计、输入不伦不类的作坊产物 更是电影界的毒瘤 越回味越恶心
JustZero,看过,很差,2018-07-27 01:02:16,243,2星半，剧情改编80年代美国片，酿酒师的百万横财，加上低俗的段子和YY ，虽然还挺搞笑的，不过中国电影钱还是好赚
汪金卫,看过,较差,2018-07-29 13:40:32,57,买了版权翻拍并加以本土化喜剧化，不过真正好笑的地方并不多。剧情还是夏洛成名暴富后回归真爱那一套冷饭，找台湾演员生拉硬扯上台湾关系。想讽刺又放不开手脚，只能嘲笑穷酸文人。最让我感慨的是：那年，低成本影片《夏洛特烦恼》片方没能谈拢买下周杰伦歌曲的版权，所以只能把《菊花台》等歌改调改词插在片中，插曲《咱们屯里人》是模仿刘德华声音，片中出现的那英杰伦也都是演员模仿其造型。今年，投资成本翻了N番的《西虹市首富》，请到真王力宏唱自己的歌。还有郎咸平张绍刚客串。确实证明了电影极力展现的：有钱确实可以为所欲为！两星半
柠檬海盐,看过,很差,2018-07-28 13:35:01,136,尴尬又无聊，整体格调低俗
刘康康,看过,还行,2018-08-04 17:22:44,17,三观还行吧，反正在我这《夏洛特烦恼》的三观就已经跌破眼镜了，之后的几部都觉得三观勉强比《夏洛特烦恼》要强些，而且老拿三观评价R级喜剧也挺蛋疼的（在我这R级喜剧的三观底线是《一夜大肚》，不能比《一夜大肚》再低了）。剧作上，第三幕崩得一塌糊涂，那场足球赛硬煽情真的非常尴尬，而且跟故事主线毫无关系，观众明明关心的是能不能把10亿花光！剧作最大的问题是反派存在感太稀薄，那两个基金经理明明可以起到更大的阻碍作用，结果使了个美人计、买通了个教育家，就完全没后手了。其实我更希望看到的是结尾男主角如何巧妙利用规则反败为胜，不过那就变成《颠倒乾坤》了。编剧还是太偷懒。但话说回来，沈腾确实是当下最有实力的喜剧演员，国内无人能出其右。真希望他弄一个好点的喜剧剧本。
马达,看过,很差,2018-07-31 22:30:56,88,非常讨厌和反感以及身体不适，完全是一部中年油腻直男癌 loser 的幻想
BEAN,看过,较差,2018-07-25 11:23:53,129,女主角的动机和目标是？
胡弃暗,看过,力荐,2018-07-28 21:06:33,25,很烂吗？很好笑啊，又讽刺。打个五星平衡一下。
frozenmoon,看过,还行,2018-08-07 17:19:45,27,晚了一周才看，只说搞笑方面，这算是开心麻花中最不搞笑的一部。当然，笑点不普世，泪点才普世，这也没办法。女主角是个很大的问题，整个气质和沈腾完全不在一个空间里，看着都替沈腾累。
Hey Johnny,看过,2018-07-28 19:52:25, ,38,我的笑点可能和正常人不太一样……看完很努力的回想也想不起来笑点在哪儿。
卡瓦拉乔的船,看过,力荐,2018-07-27 22:46:45,28,原来二奶这个词也可以这么感人。
安小安,看过,很差,2018-07-27 21:38:47,108,审美的坏（而不只是差）是无可原谅的。如果介意这一点，看过后就会油然而生一种吃苍蝇的感觉。
丁一,看过,2018-08-03 21:19:56, ,17,"这是最好的时代，
这是最坏的时代，
这个时代的通病，
是穷病。
这是最好的电影，
这是最坏的电影，
电影不是药神，
电影只是药引子，
打一针戊戌盛世的疫苗，
排排坐在塑料大棚里，
看看有钱人的彩色世界，
想想天上掉下十个亿。
说它好的，
怕显的不够高级，
嫌它不够高级的，
把自己弄成黑白，
半个小时后才肯出片名。
荒诞是这个时代的编剧，
扮演丑角的戏子上来，
请示要演哪一出，
西门庆道：我不管你，只要热闹"
ergerge,看过,力荐,2018-07-28 01:40:15,47,刚看完电影出来，看到豆瓣才6.4分，而且还有很多为了给一星而给一星的人。唉。作为商业喜剧片，全场逗我笑了不止三十次，已经成功了。而且还能看出一点讽刺的意味。所以是七分以上。因为给一星的“憨9仔”太多，所以五星。
darkcat,看过,较差,2018-07-28 17:36:43,64,莫名其妙得了十亿、莫名其妙的足球赛、莫名其妙的感情线、莫名其妙的王力宏、莫名其妙的“二奶”，沈腾你看看人家艾伦都瘦了。
突然粉碎,看过,还行,2018-07-24 23:18:01,25,开心麻花终于不做白日梦了，开始认认真真扯淡，努力抖包袱接地气却还是戒不掉低俗喜剧的陋习，处处散发着直男癌之气…前半小时简直浮夸之极俗不可耐，后来竟然能看了，腾妹加分，力宏粉丝滤镜厚，艾伦帅的差点没认出来，最惊喜的当然是我妈偶像张晨光蜀黍，总言之还是笑不出来…
百里即墨殇,看过,还行,2018-07-29 22:48:52,24,不太算开心麻花作品吧，笑点效果不是一个等级的，不过也还算不错的，为看沈腾叔叔哈哈哈，怎么都喜欢，艾伦也越来越帅了
neko o kaburu,看过,很差,2018-07-28 01:18:28,85,国内一批人已经很准确的找到了票房爆款的核心:屌丝逆袭+煽动民粹+物化女性 别弄剧情 明星 特效了 中国观众要的可比那些实际多了
匡匡,看过,较差,2018-11-16 00:13:21,19,不说啥了，活该我看了。是日剧不好看，还是美剧不够追？是时间太多了，还是时间单价太低了？
YthguaN,看过,较差,2018-07-27 20:44:19,43,宋芸桦堪称演唱会粉丝中的人生赢家
托尼·王大拿,看过,还行,2018-07-29 23:21:49,17,"即便还是带有明显的小品化特质、以及许多一拍脑门就想出来的""好点子""，但表面上的喧嚣与鼓噪确实很好地遮挡了作品自身的缺陷。"
京客隆小丸子,看过,力荐,2018-07-28 00:58:04,34,怎么说呢，完美的回答了我谷歌的面试题。
尉迟上九,看过,较差,2018-07-29 00:11:38,42,烂归烂，笑归笑，大部分观众其实分得很清楚，只求轻松娱乐，要求不高，只要后者达标即可，影院笑声一片，火过狄仁杰也就不意外了；戏里王多鱼随随便便就把钱给花了，戏外开心麻花轻轻松松就把钱给赚了；很多时候人性在钱面前一文不值；脂肪脸一人撑起了整部电影，得分杯大羹，周星星说什么也得分杯小羹；走出影院一想无非就是一场胡搞瞎搞的闹剧，仅停留在肤浅而庸俗的层面，难登大雅之堂。
潇湘烟雨,看过,很差,2018-07-28 17:14:59,89,这评分是认真的？烂俗而不好笑的喜剧片，全程尴尬
Morning,看过,很差,2018-07-30 08:46:32,55,一星半。电影浪费了宋芸桦，她所交出来的东西放在这样的电影里着实可惜。电影也常常处在暧昧不明的态度，不知道是否在讽刺金钱，因为总要将时间分配给段子，而不是真正的主题。有一场戏是人人都说我有一个梦想，然后在会议桌上群魔乱舞，将梦想与金钱划上联系，这样的情节放在电影里也是很难辨其主旨的，说是讽刺，它却是正当花钱的一部分，说不是讽刺，这样的场面又过于魔幻。不过这部电影的存在反而是极大的讽刺，它令我想到，在当下的社会，层出不穷的如此品质的电影就等于十亿元，有理由让人去接受一切，给人以洗脑的作用。王力宏的出场是加分，拍得很帅，音乐也救了没有感情的感情戏。
AH.E,看过,很差,2018-07-25 02:07:32,146,"讲真，宋芸桦是很好的演员，之前口碑很不错的，接这个戏却得了不少骂名，因为真的真的不适合她！不知道没用马丽的原因是什么，羞羞故事已经很差了，好歹还有演员撑着，这部戏全靠沈腾一个人扛，人物线生拉硬拽... 
见面会的时候导演问""夏洛特“好看还是这部片好看，没有人好意思大声回答，都在嘟囔着“夏洛特”好看，讲良心，麻花的片子真是一部比一部走下坡路！"
Big猫不食鱼,看过,力荐,2018-07-27 13:00:14,338,自己研究喜剧的时间也不短了 基本能感应到编导的笑点铺垫和下一刻的差势产生 但尚属王语嫣能力范畴 做不了乔峰 《西红市首富》包袱抖的密集 影厅内 笑声似粉尘爆炸 无一幸免 出完字幕观众才走 意犹未尽 预测票房在三十亿左右  片子的特笑和《夏洛特烦恼》持平 是金子总会花光的 豆瓣上打一星的 你的良心不会痛吗 不知道你们给五星的都是啥电影
怀恋是行潦草的,看过,力荐,2019-08-31 02:33:35,15,"看了一圈评论，二十年前那群人也是这么骂《功夫》的，没内涵，低俗，尬。那您别来看喜剧片啊，去看舞台剧读严肃文学好了，多配您这高贵的身份高雅的爱好高级的情趣啊，搁这装什么大尾巴狼呢

历史真是个车轮，人们总是乐此不疲

大胆预测，只要沈腾不犯原则错误，那沈腾就是下一个周星星
// 其实反观星爷有些晚节不保，而沈腾正处壮年，说不定。。。总之未来可期"
执麦者,看过,很差,2018-07-31 19:50:15,29,如果说《夏洛特烦恼》的成功让开心麻花团队核心各自自立门户追求资本胜利的话，那么《西虹市首富》这种烂喜剧，已经成功把开心麻花十年积攒的创作诚意丢得一干二净，这种内核低俗，煽情造作的电影，简直就是电影产业化后的耻辱。能够在这种烂片里嬉笑或者感动的观众，基本都是最低级的电影喜剧需求的群体。
文森特九六,看过,很差,2018-07-31 12:20:12,34,坚持了一个多小时后还是放弃了，故事的主要动机在于以反智式消费的哗众取宠来获得更为巨大的资本利益，跳到戏外，你会发现麻花们的这部片子卖得还真是够敞亮的。
樱花飞舞时,看过,推荐,2018-08-02 21:24:01,14,开场的笑点蛮尬的，后面好转了很多，反讽设计还行。
what'swilliam,看过,还行,2018-07-27 14:19:56,31,3.2星。开心麻花崩坏砸招牌之作。甚至不如俗套的《羞羞的铁拳》。1.剧本离谱，仅剩“炫富”卖点，笑点分布低频且以“十个笑点八个尬”的节奏推进。2.沈腾一个人撑起整部电影独木难支，片方最大败笔就是换掉原定的马丽，基本宣判了这部死刑。片方最终在票房上一定会为这个愚蠢的行为付出代价。3.笑点少了，广告多了，麻花飘了。4.王XX好帅！
一位少男,看过,力荐,2018-07-27 11:31:34,229,好多年不看春晚的我居然是通过铁拳认识的沈腾，“你过来啊”，瞬间迷弟。喜欢他癫狂背后的沉静感觉，太有戏了。电影合格，这个档期不可错过的片子。
Derridager,看过,很差,2018-11-01 23:04:40,12,实际上戳中high点的，是这部电影营造的无政府狂欢吧。很想弄清这种叙事到底是接续了中产阶级的新自由主义（自由主义的癌变），还是在嘲弄。总是左一脚右一拳，但最终的落脚点在于无钱阶级只能靠身体赚钱，是不是劳力者治于人的创作理念的自然流露呢？这部电影终究是想在说：除非有奇遇，否则普通人难以完成社会结构飞跃吧。反正我看到电影里这些奇观，真的很难想象有人能够吃着爆米花笑出来，那得多没心没肺。
朱老板,看过,还行,2018-07-29 11:09:11,19,就靠沈腾一个人了，足球戏真是尴尬。突然觉得王力宏好帅。。。
泥铛,看过,较差,2018-07-24 18:04:29,36,如此低俗你说我笑不笑呢，不笑吧，气氛烘到这儿了，哈哈
风向仪,看过,力荐,2018-07-27 17:13:14,37,豆瓣这些装B圣人
西帕克,看过,较差,2018-07-28 20:19:11,21,其实是近十年来华语电影经常出现的主题。初入社会的少女，在年轻有为的知识分子和痴情土豪暴发户中二选一（比如《单身男女》。最终的选择也代表了当下价值观的某种风向。
饮歌,看过,较差,2018-07-30 10:49:39,13,开心麻花可以了，咱不谈价值观，咱不谈像不像电影，你越拍越不好笑就怪不得别人不给你好脸了...以前的《夏洛特烦恼》《羞羞的铁拳》也是段子拼接，但起码好笑，现在这一出是个啥？？不好笑，连尬都懒得尬。
隔壁LEO在唱歌,看过,推荐,2018-07-28 22:16:33,20,一部让我笑了整场最后居然还流了点眼泪的电影，你说我要是不给个高分是不是就有点太装逼了？
王食欲,看过,很差,2018-08-02 22:44:02,24,非常三观不正的片子。而且摄影指导和美术团队没有审美。垃圾画面。
SydneyCarton,看过,较差,2018-08-01 18:07:48,12,没有足球，或许还能上三星。
蒂娜刘,看过,较差,2018-08-01 11:30:22,19,什么玩意儿啊。。。
林探惜,看过,力荐,2018-08-02 12:28:18,14,“严格地说，其实你应该叫我二奶。”冲着这句话我要给五星。
恶魔奶爸Sam,看过,推荐,2018-07-28 20:04:08,18,还行
